FECHA;ORIGEN;DESTINO;DISTANCIA DESTINO;CONSUMO ACPM DESTINO e;ODOM INICIAL;ODOM FINAL;DISTANCIA RECORRIDA;AUDITORIA DISTANCIA;CANTIDAD CARGADA;CANTIDAD DESCARGADA;DIFERENCIA;TIEMPO DE CARGUE;TIEMPO MUERTO;TIEMPO EN EL VIAJE;HORAS MOTOR;DIAS DE VIAJE;COSTO MANO DE OBRA;PEAJES RUTA;VALOR PEAJES;CONSUMO ACPM;COSTO ACPM;ALOJAM.;MANUTENC.;IMPREVISTOS;MANTENIMIENTO;DIVERSOS;FLETE 
1-feb;B/BERMEJA;BOGOTA;944;141;1059254;1060207;953; -   ;28.040;28.040; -   ;5:36:00;0:30;23:30:00;39:52:28;3;$ 368.934;10;509.900;170;1.492.593;68.850;54.400; -   ; -   ;60.000; $ - 
2-feb;B/BERMEJA;ARAUCA-CALDAS;1094;160;561879;562889;1010; -   ;33.280;33.280; -   ;0:50:00;6:50;26:00:00;33:52:27;5;$ 614.890;8;333.300;145;1.273.093;114.500;115.600; -   ;24.000;54.000;$ 143
2-feb;B/BERMEJA;MOSQUERA;850;144;950067;951117;1050; Revisar Km. ;33.580;33.580; -   ;0:59:00;0:28;15:00:00;36:51:56;12;$ 1.475.736;11;502.800; -   ; -   ;275.400;258.400;176.000;341.490;192.000;$ 120
2-feb;B/BERMEJA;SAN JERONIMO;780;120;495753;496520;767; -   ;33.060;33.060; -   ;0:55:00;2:10;19:00:00;26:37:13;3;$ 368.934;10;426.800;152; -   ;68.700;61.200; -   ; -   ;55.000;$ 120
2-feb;B/BERMEJA;LA PUTANA;100;23;496520;496624;104; -   ;33.090;33.090; -   ;0:48:00;0:30;2:00:00;5:29:15;1;$ 122.978;0; -   ;18; -   ; -   ;13.600; -   ; -   ; -   ;$ 20
2-feb;B/BERMEJA;LA PUTANA;100;23;322020;322101;81; -   ;33.790;33.790; -   ;1:00:00;2:35;3:00:00;5:06:10;1;$ 122.978;0; -   ;60;527.426; -   ;20.400; -   ; -   ; -   ;$ 20
3-feb;B/BERMEJA;TANGUA;2204;356;951469;953716;2247; Revisar Km. ;33.540;33.540; -   ;2:32:00;0:30;52:30:00;60:59:59;5;$ 614.890;26;1.032.400;357;3.268.597;114.750;122.400;61.000;18.000;36.000;$ 275
3-feb;B/BERMEJA;BOGOTA;944;141;;;0; -   ; -   ; -   ; -   ;0:00:00;0:00;0:00:00;;4;$ 491.912;0; -   ; -   ; -   ;45.900;61.200;37.000; -   ;167.000; $ - 
3-feb;B/BERMEJA;LA PUTANA;100;23;322101-7;322184-3;83; -   ;33.100;33.100; -   ;1:00:00;2:35;3:00:00;5:30:07;1;$ 122.978;0; -   ;20;175.932; -   ;6.800; -   ; -   ; -   ;$ 20
4-feb;B/BERMEJA;PUERTO COLOMBIA;0;0;1060207;1061505;1298; Revisar Km. ;33.020;33.020; -   ;0:47:00;0:43;23:00:00;30:10:34;3;$ 368.934;17;688.100;146;1.168.295;45.900;47.600; -   ;32.000;20.000;$ 120
4-feb;B/BERMEJA;TANGUA;2204;356;877142;879409;2267; Revisar Km. ;32.820;32.820; -   ;1:21:00;0:33;67:00:00;70:16:45;6;$ 737.868;26;1.075.100;366;3.108.081;137.400;115.600; -   ;272.000;37.000;$ 275
4-feb;B/BERMEJA;LA LIZAMA;68;30;496624;496725;101; -   ;33.080;33.080; -   ;2:26:00;1:00;2:30:00;4:12:41;1;$ 122.978;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;$ 20
5-feb;B/BERMEJA;MOSQUERA;850;144;924540;925450;910; Revisar Km. ;26.790;26.790; -   ;5:55:00;0:50;26:00:00;26:51:30;2;$ 245.956;9;389.400;158; -   ;45.800;47.600; -   ; -   ;20.000; $ - 
5-feb;B/BERMEJA;LA PUTANA;100;23;322247;322398;151; Revisar Km. ;33.230;33.230; -   ;0:53:00;0:27;1:50:00;4:21:50;1;$ 122.978;0; -   ;17;149.456; -   ;6.800; -   ; -   ; -   ;$ 20
5-feb;B/BERMEJA;LA PUTANA;100;23;496725;496849;124; -   ;33.620;33.620; -   ;1:10:00;0:35;1:50:00;4:44:11;1;$ 122.978;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;$ 20
6-feb;B/BERMEJA;B/MANGA;440;73;198891;199177;286; -   ;;; -   ;0:00:00;0:00;0:00:00;;7;$ 860.846;3;20.200;24;215.258; -   ;47.600; -   ; -   ;140.000; $ - 
6-feb;B/BERMEJA;MOSQUERA;850;144;199177;200124;947; Revisar Km. ;25.780;21.850;3.930;10:50:00;12:40;20:20:00;25:33:17;9;$ 1.106.802;9;427.300; -   ; -   ;208.700;163.200; -   ;65.000;157.000; $ - 
6-feb;B/BERMEJA;LA LIZAMA;68;30;496849;496948;99; -   ;32.580;32.580; -   ;1:05:00;0:55;1:55:00;3:49:00;1;$ 122.978;0; -   ; -   ; -   ; -   ;6.800; -   ; -   ; -   ;$ 20
7-feb;CARTAGENA;B/BERMEJA;N/A;0;896662;898070;1408;#­VALOR!;32.750;32.750; -   ;0:00:00;0:00;0:00:00;32:00:58;3;$ 368.934;20;619.500;160;1.273.600;68.700;54.400;400.000;41.000;44.000; $ - 
7-feb;B/BERMEJA;B/MANGA;440;73;;;0; -   ;;; -   ;0:00:00;0:00;0:00:00;;5;$ 614.890;1;20.200;20;178.600;114.500;122.400; -   ; -   ;134.000; $ - 
7-feb;B/BERMEJA;TANGUA;2204;356;951117;953419;2302; Revisar Km. ;33.560;33.590;-30;0:57:00;0:30;49:00:00;58:36:21;5;$ 614.890;26;1.075.100;377;3.379.292;91.600;102.000;70.000;144.000;20.000;$ 275
7-feb;B/BERMEJA;LA LIZAMA;68;30;496952;497048;96; -   ;32.930;32.930; -   ;0:56:00;1:00;1:40:00;2:00:00;1;$ 122.978;0; -   ;142; -   ; -   ; -   ; -   ;76.000; -   ;$ 34
8-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;322398;323608;1210; -   ;33.000;33.000; -   ;0:43:00;2:27;19:00:00;33:03:22;2;$ 245.956;12;408.400;146;1.166.255;45.800;54.400; -   ;11.500;24.000;$ 122
8-feb;B/BERMEJA;BOGOTA;944;141;577205;578122;917; -   ;27.510;27.460;50;0:50:00;0:35;27:20:00;27:19:53;4;$ 491.912;10;460.400;154;1.351.491;110.800;88.400; -   ;38.000;85.000; $ - 
8-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;562902;564162;1260; -   ;33.580;33.580; -   ;0:55:00;2:40;21:20:00;29:10:34;2;$ 245.956;12;408.400;139;1.117.523;45.900;40.800; -   ; -   ;8.000;$ 122
8-feb;B/BERMEJA;TANGUA;2204;356;281945;283780;1835; -   ;33.500;33.500; -   ;1:56:00;1:50;51:00:00;56:49:24;4;$ 491.912;28;1.225.800;372; -   ;91.800;102.000; -   ;101.000;48.000;$ 275
9-feb;B/BERMEJA;ARAUCA-CALDAS;1094;160;200185-6;201166-4;981; -   ;33.610;33.610; -   ;0:52:00;4:18;26:10:00;38:22:34;2;$ 245.956;10;484.000;144;1.261.407;45.900;54.400; -   ;134.999;28.000;$ 143
10-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;879409;880527;1118; -   ;32.940;32.940; -   ;0:45:00;1:00;16:30:00;38:17:10;3;$ 368.934;12;408.400;149;1.195.270;45.800;160.300; -   ; -   ; -   ;$ 122
10-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;954459;955563;1104; -   ;33.730;33.730; -   ;0:45:00;0:45;12:50:00;23:50:29;2;$ 245.956;12;408.400;147;1.182.169;45.900;54.400; -   ;35.000;34.000;$ 122
10-feb;B/BERMEJA;MOSQUERA;850;144;1061505;1062420;915; Revisar Km. ;29.020;28.850;170;2:50:00;1:10;15:00:00;25:02:28;2;$ 245.956;9;476.800;158;1.386.338;35.000;40.800;160.000; -   ;40.000; $ - 
10-feb;B/BERMEJA;SAN JERONIMO;780;120;953716;954453;737; -   ;33.740;33.740; -   ;0:50:00;0:30;23:00:00;31:33:43;4;$ 491.912;10;402.900;127;1.115.835;91.800;95.200; -   ; -   ;100.000;$ 120
11-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;497048;498294;1246; -   ;33.250;33.250; -   ;0:55:00;1:00;23:50:00;29:30:03;2;$ 245.956;12;432.000;240;1.910.400;45.900;54.400; -   ;33.000;20.000;$ 122
11-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;578124;579313;1189; -   ;32.000;32.000; -   ;1:20:00;0:57;25:50:00;31:10:20;2;$ 245.956;12;432.000;140;1.122.571;45.900;47.600; -   ;12.000;20.000;$ 122
11-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;323608;324817;1209; -   ;34.140;34.140; -   ;1:30:00;0:40;25:50:00;28:07:16;2;$ 245.956;12;408.400;145;1.167.499;45.900;54.400; -   ;41.000;40.000;$ 122
11-feb;B/BERMEJA;BOGOTA;944;141;808039;808969;930; -   ;28.860;26.650;2.210;1:17:00;0:33;30:20:00;30:47:09;7;$ 860.846;10;509.900;233;2.062.729;220.900;149.600; -   ;110.000;55.000; $ - 
11-feb;B/BERMEJA;LA PUTANA;100;23;955554;955652;98; -   ;32.400;32.400; -   ;0:50:00;1:00;2:00:00;10:45:10;1;$ 122.978;0; -   ;17;146.204; -   ;13.600; -   ; -   ; -   ;$ 20
11-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;497048;498294;1246; -   ;33.250;33.250; -   ;0:55:00;1:00;23:50:00;29:30:03;2;$ 245.956;12;432.000;155;1.910.400;45.900;54.400; -   ;33.000;20.000;$ 122
11-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;578124;579313;1189; -   ;32.000;32.000; -   ;1:20:00;0:57;25:50:00;31:10:20;2;$ 245.956;12;432.000;140;1.122.571;45.900;47.600; -   ;12.000;20.000;$ 120
13-feb;B/BERMEJA;MOSQUERA;850;144;898074;898976;902; Revisar Km. ;28.000;28.000; -   ;22:50:00;1:00;20:15:00;25:50:55;3;$ 368.934;9;427.300;151;1.324.650;68.850;68.000; -   ;32.000;100.000; $ - 
13-feb;B/BERMEJA;ARAUCA-CALDAS;1094;160;564162;565172;1010; -   ;33.570;33.570; -   ;0:45:00;2:08;27:20:00;29:32:48;3;$ 368.934;10;413.700;145;1.273.093;68.850;68.000; -   ;40.000;44.000;$ 143
13-feb;B/BERMEJA;CARTAGENA;1338;160;498311;500048;1737; Revisar Km. ;32.969;33.040;-71;0:00:00;0:00;0:00:00;;1;$ 122.978;18;588.700;210;1.824.620; -   ; -   ; -   ;45.000;70.000;$ 135
14-feb;B/BERMEJA;LA PUTANA;100;23;565172;565275;103; -   ;32.910;32.910; -   ;1:06:00;1:09;2:00:00;4:21:18;1;$ 122.978;0; -   ;19;169.524; -   ;13.600; -   ; -   ; -   ;$ 20
14-feb;B/BERMEJA;TANGUA;2204;356;953419;955760;2341; Revisar Km. ;33.330;33.390;-60;12:54:00;1:32;42:00:00;62:30:24;6;$ 737.868;26;1.033.500;365;3.308.030;137.700;136.000;90.000;92.600;86.000;$ 275
15-feb;B/BERMEJA;LA PAYOA;68;30;955760;955862;102; -   ;32.790;32.790; -   ;0:56:00;0:30;1:40:00;5:40:04;1;$ 122.978;0;0;33;293.806; -   ;13.600; -   ; -   ;20.000;$ 20
15-feb;B/BERMEJA;LA PUTANA;100;23;565176;565398;222; Revisar Km. ;31.020;31.020; -   ;0:54:00;0:10;1:50:00;4:30:22;1;$ 122.978;0;0;20;173.699; -   ;6.800; -   ; -   ;20.000;$ 20
17-feb;B/BERMEJA;LA PUTANA;100;23;899094;899196;102; -   ;32.000;32.000; -   ;3:15:00;0:45;2:00:00;6:44:12;1;$ 122.978;0;0;17;146.529; -   ;13.600; -   ; -   ; -   ;$ 20
17-feb;B/BERMEJA;TANGUA;2204;356;283750;285588;1838; -   ;33.530;33.560;-30;0:57:00;0:55;60:00:00;41:48:44;4;$ 491.912;27;1.155.500;363;3.348.603;137.700;122.400;60.000;836.000; -   ;$ 275
17-feb;B/BERMEJA;LA PUTANA;100;23;898991;899093;102; -   ;32.000;32.000; -   ;3:15:00;0:45;2:00:00;6:44:12;1;$ 122.978;0;0; -   ;290.158; -   ; -   ; -   ; -   ;20.000;$ 20
18-feb;B/BERMEJA;B/MANGA;440;73;49247;49507;260; -   ; -   ; -   ;;0:00:00;0:00;0:00:00;9:57:06;1;$ 122.978;3;61.400;66;609.732; -   ;20.400;322.900; -   ; -   ; $ - 
19-feb;B/BERMEJA;PUERTO COLOMBIA;0;0;899198;900504;1306; Revisar Km. ;33.270;33.270; -   ;1:40:00;0:40;15:00:00;16:28:10;2;$ 245.956;12;683.700;151;1.324.829; -   ; -   ; -   ; -   ; -   ;$ 120
19-feb;B/BERMEJA;CUCUTA;834;138;26518-4;27201-6;683; -   ; -   ; -   ; -   ;0:00:00;0:00;0:00:00;;2;$ 245.956;7;206.000;17;120.000;45.900;40.800;12.800; -   ;105.000; $ - 
20-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;579315;581029;1714; Revisar Km. ;33.030;33.030; -   ;0:45:00;1:30;17:30:00;53:12:09;1;$ 122.978;18;557.400;160;1.424.613;22.950;54.400;130.000;10.000;33.000;$ 122
20-feb;B/BERMEJA;BOGOTA;944;141;285588;286340;752; -   ;33.640;33.670;-30;0:49:00;0:37;16:00:00;30:25:06;3;$ 368.934;10;509.900; -   ;1.281.751;45.900;54.400; -   ;24.000;22.000;$ 125
20-feb;B/BERMEJA;CHIGORODO;1170;205;955862;957101;1239; Revisar Km. ;32.880;32.880; -   ;0:57:00;0:37;25:30:00;43:48:39;3;$ 368.934;10;402.900;190;1.668.202;68.850;68.000;30.000;60.000;90.000;$ 180
20-feb;B/BERMEJA;CARTAGENA;1338;160;955752;957435;1683; Revisar Km. ;33.180;33.180;;0:00:00;0:00;0:00:00;53:27:46;9;$ 1.106.802;18;557.400;214;1.899.683;45.900;54.400; -   ; -   ;88.000;$ 135
21-feb;B/BERMEJA;TANGUA;2204;356;925460;927825;2365; Revisar Km. ;33.130;32.940;190;0:57:00;0:50;71:50:00;55:58:05;4;$ 491.912;28;1.148.900;343;3.202.009;91.800;95.200; -   ;22.000;20.000;$ 275
21-feb;B/BERMEJA;CARTAGENA;1338;160;324832;326566;1734; Revisar Km. ;32.980;32.880;100;0:00:00;0:00;0:00:00;58:45:57;8;$ 983.824;18;561.300;251;2.191.742;22.950;47.600; -   ;35.000;56.000;$ 135
21-feb;B/BERMEJA;CARTAGENA;1338;160;880527;882393;1866; Revisar Km. ;;; -   ;0:00:00;0:00;0:00:00;43:12:51;6;$ 737.868;18;561.300;252;2.196.273;45.900;54.400; -   ;27.000;13.000;$ 135
21-feb;B/BERMEJA;CARTAGENA;1338;160;927802;929420;1618; Revisar Km. ;33.004;33.330;-326;0:00:00;0:00;0:00:00;49:43:32;7;$ 860.846;18;561.300;416;3.497.974;45.900;68.000; -   ;309.000;52.000;$ 135
21-feb;B/BERMEJA;CARTAGENA;1338;160;808969;810750;1781; Revisar Km. ;32.998;32.980;18;0:00:00;0:00;0:00:00;55:23:27;7;$ 860.846;18;588.800;248;1.908.520;22.950;54.400; -   ;58.000;26.000;$ 135
21-feb;B/BERMEJA;CARTAGENA;1338;160;1062432;1064176;1744; Revisar Km. ;32.460;32.270;190;0:00:00;0:00;0:00:00;51:28:25;7;$ 860.846;18;589.000;251;2.190.324;45.900;54.400; -   ;116.000;44.000;$ 135
22-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;201166-4;203009-6;1843; Revisar Km. ;33.590;33.590; -   ;0:50:00;1:45;16:00:00;49:02:44;9;$ 1.106.802;18;557.400;208;1.845.643;45.900;40.800; -   ; -   ;25.000;$ 122
22-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;957435;958632;1197; -   ;32.000;32.000; -   ;0:50:00;2:20;16:00:00;28:17:26;2;$ 245.956;12;408.400;143;1.253.911;45.900;54.400; -   ;25.000;22.000;$ 122
23-feb;B/BERMEJA;VILLAVICENCIO;0;0;900504;901641;1137; Revisar Km. ;32.780;32.980;-200;1:00:00;12:40;32:00:00;35:36:31;2;$ 245.956;16;943.500;160;1.404.802;45.900;61.200; -   ;33.000;34.000;$ 175
24-feb;B/BERMEJA;CARTAGENA;1338;160;918765;920295;1530; Revisar Km. ;15.820;15.820; -   ;0:00:00;0:00;0:00:00;;6;$ 737.868;18;588.800;328;2.883.208;45.900;47.600; -   ; -   ; -   ; $ - 
24-feb;B/BERMEJA;CUCUTA;834;138;920295;921205;910; Revisar Km. ;32.190;32.190; -   ;2:30:00;0:50;35:15:00;;3;$ 368.934;10;330.200;173;1.521.883;68.850;61.200; -   ; -   ; -   ; $ - 
24-feb;CARTAGENA;B/BERMEJA;N/A;0;927834;929274;1440;#­VALOR!;33.350;33.360;-10;0:00:00;0:00;0:00:00;34:53:42;3;$ 368.934;20;647.600;160;1.406.399;68.850;74.800; -   ;100.000;50.000; $ - 
24-feb;B/BERMEJA;MOSQUERA;850;144;581030;581917;887; -   ;15.200;15.020;180;16:40:00;1:00;29:30:00;30:47:20;2;$ 245.956;9;427.300;104;913.647;45.900;54.400; -   ;24.000;40.000; $ - 
24-feb;B/BERMEJA;BOGOTA;944;141;565399;566329;930; -   ;30.990;31.260;-270;10:00:00;0:35;19:10:00;31:18:11;5;$ 614.890;10;509.900;162;1.425.532;137.950;102.000; -   ; -   ;60.000; $ - 
24-feb;B/BERMEJA;B/MANGA;440;73;1541;1641;100; -   ; -   ; -   ; -   ;0:00:00;0:00;0:00:00;;1;$ 122.978;1;20.200;22;200.000; -   ;20.400; -   ; -   ;36.000; $ - 
24-feb;B/BERMEJA;VILLAVICENCIO;0;0;500048;501211;1163; Revisar Km. ;32.840;32.840; -   ;1:30:00;1:10;25:30:00;16:56:20;1;$ 122.978;16;1.013.400;160;1.404.793;45.900;54.400; -   ;46.000;30.000;$ 175
24-feb;B/MANGA;B/BERMEJA;N/A;0;736;841;105;#­VALOR!; -   ; -   ; -   ;0:00:00;0:00;0:00:00;;1;$ 122.978;1;20.200;22;200.000; -   ;20.400;60.000; -   ;40.000; $ - 
24-feb;B/BERMEJA;B/MANGA;440;73;754;880;126; -   ; -   ; -   ; -   ;0:00:00;0:00;0:00:00;;6;$ 737.868;1;20.200;30;272.000;91.800;95.200;20.000; -   ;54.000; $ - 
24-feb;B/BERMEJA;B/MANGA;440;73;770;886;116; -   ; -   ; -   ; -   ;0:00:00;0:00;0:00:00;;12;$ 1.475.736;1;20.200;22;200.000; -   ;20.400; -   ; -   ;169.000; $ - 
24-feb;B/BERMEJA;B/MANGA;440;73;622;737;115; -   ; -   ; -   ; -   ;0:00:00;0:00;0:00:00;;3;$ 368.934;1;20.200;20;181.360; -   ;40.800; -   ;500.000;90.000; $ - 
25-feb;B/BERMEJA;MEDELLIN;650;105;957101;957749;648; -   ;33.370;33.720;-350;16:30:00;1:00;18:50:00;19:23:13;2;$ 245.956;8;284.500;157;1.378.460;45.900;47.600; -   ;32.000;28.000;$ 80
25-feb;B/BERMEJA;ARAUCA-CALDAS;1094;160;882393;883417;1024; -   ;33.540;33.540; -   ;1:05:00;0:45;23:30:00;33:46:02;2;$ 245.956;8;333.300;167;1.465.191;45.900;54.400; -   ; -   ;18.000;$ 143
25-feb;B/BERMEJA;SAN JERONIMO;780;120;126881;127337;456; -   ;33.590;33.560;30;0:53:00;0:50;12:00:00;28:19:58;5;$ 614.890;10;402.900;128;1.121.138;91.800;95.200; -   ; -   ;36.000;$ 122
25-feb;B/BERMEJA;B/MANGA;440;73;921220;921620;400; -   ; -   ; -   ; -   ;0:00:00;0:00;0:00:00;;1;$ 122.978;3;61.400; -   ; -   ; -   ;13.600; -   ; -   ;323.000; $ - 
25-feb;B/BERMEJA;CARTAGENA;1338;160;826839;828774;1935; Revisar Km. ;33.495;33.520;-25;0:00:00;0:00;0:00:00;49:55:24;7;$ 860.846;18;565.200;421;3.602.402;22.950;27.200; -   ;129.000;10.000;$ 135
25-feb;B/BERMEJA;PUERTO COLOMBIA;0;0;326566;327862;1296; Revisar Km. ;32.930;32.860;70;1:55:00;1:10;74:10:00;31:15:28;3;$ 368.934;18;683.700;153;1.341.609;68.850;74.800; -   ; -   ; -   ;$ 120
26-feb;B/BERMEJA;MEDELLIN;650;105;901644;902271;627; -   ;33.660;33.660; -   ;0:50:00;0:45;16:55:00;20:29:56;1;$ 122.978;8;284.500;110;965.800;22.950;27.200; -   ;37.000;10.000;$ 80
26-feb;B/BERMEJA;MOSQUERA;850;144;86346;287049;200703; Revisar Km. ;28.390;28.390; -   ;20:10:00;0:45;25:40:00;28:42:00;5;$ 614.890;9;427.300;139;1.218.939;45.900;61.200; -   ;132.000;124.000; $ - 
26-feb;B/BERMEJA;MOSQUERA;850;144;1064176;1065042;866; -   ;32.610;32.610; -   ;6:20:00;0:40;22:00:00;14:55:19;2;$ 245.956;9;503.200;160;1.404.791;45.900;54.400; -   ;148.000;60.000;$ 123
27-feb;B/BERMEJA;B/BERMEJA;N/A;0;;;0;#­VALOR!; -   ; -   ; -   ;0:00:00;0:00;0:00:00;;; $ -   ;0;0; -   ; -   ; -   ; -   ; -   ;40.000; -   ; $ - 
27-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;501211;502452;1241; -   ;33.710;33.710;;1:45:00;0:40;13:00:00;26:54:11;3;$ 368.934;12;432.000;141;1.241.605;68.850;61.200; -   ; -   ;49.000;$ 122
27-feb;B/BERMEJA;PUERTO COLOMBIA;0;0;957749;959045;1296; Revisar Km. ;33.620;33.600;20;0:50:00;0:50;19:40:00;28:26:39;2;$ 245.956;17;683.700;155;1.365.597;45.900;47.600; -   ;60.000;20.000;$ 120
27-feb;B/BERMEJA;CUCUTA;834;138;127377;127836;459; -   ;32.820;32.850;-30;2:10:00;1:05;18:40:00;27:20:52;2;$ 245.956;6;186.900;152;1.339.025;45.900;47.600;50.000;372.700;26.000;$ 145
28-feb;B/BERMEJA;VILLAVICENCIO;0;0;929420;930598;1178; Revisar Km. ;33.300;33.300;;1:23:00;0:40;17:50:00;38:22:29;7;$ 860.846;16;943.500;200;1.755.993;137.700;142.800; -   ;245.000;34.000;$ 175
28-feb;B/BERMEJA;SAN JERONIMO;780;120;631;920;289; -   ;33.590;33.650;;0:50:00;0:44;19:40:00;30:55:26;2;$ 245.956;10;402.900;346;3.051.443;45.900;61.200; -   ;183.000; -   ;$ 122
28-feb;B/BERMEJA;LA LIZAMA;68;30;287063;287140;77; -   ;32.990;32.990; -   ;0:50:00;0:40;12:45:00;5:34:17;1;$ 122.978;0;0;17;149.043; -   ;6.800; -   ; -   ; -   ;$ 34
28-feb;B/BERMEJA;MOSQUERA;850;144;880;1781;901; Revisar Km. ;33.390;33.390; -   ;1:00:00;0:30;21:20:00;27:25:13;2;$ 245.956;9;476.800;300;2.644.173;45.900;40.800; -   ;102.812;10.000;$ 120
28-feb;B/BERMEJA;CUCUTA;834;138;1641;2390;749; -   ;33.500;33.400;100;1:23:00;0:40;19:00:00;28:15:41;2;$ 245.956;8;253.500;314;2.773.775;45.900;34.000; -   ;176.118;16.000;$ 145
28-feb;B/BERMEJA;MANIZALES;968;168;566407;567474;1067; Revisar Km. ;33.430;33.430; -   ;1:20:00;1:30;26:30:00;30:53:36;3;$ 368.934;10;484.000;171;1.501.200;68.700;74.800; -   ;20.000;40.000;$ 143
28-feb;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;327862;329072;1210; -   ;32.000;32.000; -   ;1:40:00;0:40;22:00:00;27:45:33;3;$ 368.934;12;432.000;145;1.280.105;45.900;47.600; -   ; -   ;20.000;$ 122
29-feb;B/BERMEJA;BOGOTA;944;141;883417;884422;1005; Revisar Km. ;32.000;32.000; -   ;1:12:00;0:45;28:20:00;44:35:52;3;$ 368.934;11;546.600;160;1.403.380;68.850;61.200; -   ; -   ;20.000;$ 128
